CLIENTE;NOMBRE;VKORG;VTWEG;SPART;PARVW;INTERLOCUTOR;NOMBRE_INTERLOCUTOR;FECHA_CREACION;USUARIO_CREACION
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000262;POSTRES CARTIER LUNES;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000263;VICTORIA;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000264;CIBER GENIUS;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000265;COCINA LUCECITA;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000266;LA CASITA GUAYABAL;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000267;PAPELERÕA KADOSH;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000268;FARMACIA GUADALUPANA;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000269;EL TIO;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000270;COMERCIALIZADORA ROSPAT;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000271;LOS WEROS GUAYABAL;20260301;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000598;AB EL SAGRADO CORAZON;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000599;AB 24;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000600;AB AK COM;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000601;AB CHELY;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000602;AB DONA VENTURA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000605;AB FAYO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000610;AB MARY;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000611;AB MI TIENDITA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000612;AB PAZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000614;AB TADEO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000615;AB TRINI;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000616;AB USCANGA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000617;LA TIENDITA DE EYMA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000618;DEPOSITO ALEX;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000619;F Y V ESPERANZA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000620;MISCELANEA LA CONCHITA IXTACZOQUITL;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000621;PAPELERIA AMI GARI;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000623;AB LOPEZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000624;AB MAYITOS;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000625;AB PROMOCIONES Y DESCUENTOS;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000626;PAPELERIA ALEXA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000627;AB LOS 3 ANGELES;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000628;AB 3 HERMANOS;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000629;F Y V CHENCHITA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000630;AB FANY;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000631;AB CHAYITO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000632;MISCELANEA SAN JOSE IXTAC;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000633;MISCELANEA ADONAI CONSTRUCTO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000634;AB TINA IXTACZOQUITLAN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000635;LA PRINCESA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000636;HEIDY;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000637;AB VERA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000638;AB MISI;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000003119;Cocina Hilda;20260401;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000640;ABARROTES DE IXTAC;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000641;ANITA IXTAC;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000642;LA VENTANITA CIDOSA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000643;ABARROTES ELI IXTAC;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000644;REJILLAS POTRERILLO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000597;AB CHABE;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000604;AB EL NUEVO PARAISO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000606;AB IAN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000607;LA TIENDITA OTE 6 IXTAC;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000608;AB LA VENTANITA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000603;AB EL MOLINO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001023;AB DE JESUS;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000000966;KOKOK;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001025;AB EL GALLO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001026;AB ASI ES LA VIDA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001027;AB DON AGUSTIN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001028;AB EMMANUEL;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001029;AB HUERTO GONZALEZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001030;AB HUERTO GONZALEZ 2;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001031;AB IVETTE;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001032;AB JONATAN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001033;AB MAGO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001034;AB PAQUITA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001035;DULCERIA EL GLOBO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001036;AB BONI;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001037;AB EL GUERO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001038;AB EL MEXICANO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001039;CREMERIA EL BODEGON;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001040;AB LA ORIENTAL;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001041;CREMERIA SAN JOSE;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001042;SC HORTENCIA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001043;AB LA CHINA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001044;AB LA ASUNCIO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001045;AB TERE;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001046;AB MONSERRAT;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001047;AB HERMANOS VAZQUEZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001048;MARKETING INDEPENDENCIA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001049;SUPER CENTRO EL BONSAI;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001050;AB HERRERA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001051;AB MAYIN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001052;AB MARISOL;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001053;AB RAMIREZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001054;ABARROTES Y SEMILLAS DEL CENTRO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001055;ABARROTES EL CARMEN;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001056;LUPITA BARRIO NUEVO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001057;BARRIO NUEVO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001058;500 ESCALONES;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001059;DISTRIBUCIONES RAMIREZ;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001060;AB PINO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001061;TIENDITA LA 69;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001062;ABARROTES BARDO;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001063;TIENDA LA CHIQUITA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001064;ANTOJITOS CATY;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001065;AGUAS MONICA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001066;TIENDA JOSE;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001067;LA MANCA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001068;ABARROTES NATALIA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001478;AB CASA PENA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001090;CHUCHERÕAS MAGA;20260302;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001480;AB KIKE;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001481;AB LA PERSEVERANCIA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001482;AB LUPITA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001483;AB BELEN;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001484;AB CHELY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001485;AB CHELY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001486;AB EL CARACOL;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001487;AB LA HORMIGA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001488;AB NACHITA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001489;SUPER LARA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001490;AB PATY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001491;AB ABRIL;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001492;AB CERON;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001493;AB CHE CHE;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001494;AB EL GRILLO;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001495;AB EL RINCONCITO;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001496;AB FRIDAY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001497;AB MARGARITA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001498;AB MAYTE;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001499;AB VAINILLA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001500;AB ZURIELY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001501;ANTOJITOS FRUCTICIOSOS;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001502;FRUTAS LA CANDELARIA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001503;MINI SUPER ABRAHAM;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001504;RESTAURANT EL COMEDOR;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001505;SUPER KARO;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001506;AB LA VIA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001507;AB LA CASITA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001508;AB MARGUITO;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001509;MINI S⁄PER CHE CHE 2;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001510;AB LA ESPERANZA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001511;CASA PENA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001512;AB MELY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001513;SUPER ORI;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001514;CASA TUCAN;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001515;MERY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001516;JOMALY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001517;ANGELA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001518;TIENDA MARINA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001519;GUILLE;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001520;ABARROTES DULCE;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001521;TIENDA AILIN;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001522;TIENDA BELEN;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000003044;AB ara;20260325;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001524;F Y V DONA ANA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001525;TIENDA MADERA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001526;OFICIOS ROSAS;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001527;ABARROTES Y VERDURAS ZURIS RA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001943;AB LA ESPERANZA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001944;AB AVE FENIX;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001945;AB EL POLLITO;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001946;AB EMMANUEL;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001947;AB FLOR;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001948;AB KARLA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001949;AB LA NUEVA ESTRELLA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001950;AB LETY JUAREZ;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001951;AB NORMA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001952;AB ROSY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001953;AB SAN ANDRESENA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001954;AB SWUAMY;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001955;BANQUETES DMARITZA;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001956;QUESERIA DE MI SIN TI;20260304;PORTAL
0000007214;RUTA TRADICIONAL ORIZABA;COTT;TT;SO;WE;9000001957;DONA MALE;20260304;PORTAL
